¹Ø¿¨±àºÅ,ÄÑ¶È,ÇøÓò,½âËøµÈ¼¶,¹Ø¿¨ÀàÐÍ,¹Ø¿¨BOSS,Î»ÖÃ,Ãû³Æ,¹Ò»ú²úÖµ,¹Ò»úµôÂä,Í¨¹Ø½±Àø,,,,,,,
399,5,8,192,1,399,"""x"":708,""y"":478",ÍöÁé±ÚÀÝ(399),"""useexp"":208,""jinbi"":89,""exp"":150,""jifen"":1","""201399"",""202331"",""203094"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":203008},{""a"":""attr"",""t"":""jinbi"",""n"":81524},{""a"":""attr"",""t"":""exp"",""n"":127800}",,,,,,,
400,5,8,192,3,400,"""x"":864,""y"":441",ÍöÁé±ÚÀÝ(400),"""useexp"":208,""jinbi"":89,""exp"":150,""jifen"":1","""201400"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":203424},{""a"":""attr"",""t"":""jinbi"",""n"":81702},{""a"":""attr"",""t"":""exp"",""n"":127800}",,,,,,,
401,6,1,192,1,401,"""x"":115,""y"":260",É­º£É½Âö(401),"""useexp"":209,""jinbi"":90,""exp"":152,""jifen"":1","""201401"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":204820},{""a"":""attr"",""t"":""jinbi"",""n"":82800},{""a"":""attr"",""t"":""exp"",""n"":128700}",,,,,,,
402,6,1,194,1,402,"""x"":255,""y"":334",É­º£É½Âö(402),"""useexp"":209,""jinbi"":90,""exp"":152,""jifen"":1","""201402"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":205238},{""a"":""attr"",""t"":""jinbi"",""n"":82980},{""a"":""attr"",""t"":""exp"",""n"":131024}",,,,,,,
403,6,1,194,1,403,"""x"":387,""y"":336",É­º£É½Âö(403),"""useexp"":209,""jinbi"":90,""exp"":152,""jifen"":1","""201403"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":205656},{""a"":""attr"",""t"":""jinbi"",""n"":83160},{""a"":""attr"",""t"":""exp"",""n"":131024}",,,,,,,
404,6,1,194,1,404,"""x"":421,""y"":251",É­º£É½Âö(404),"""useexp"":209,""jinbi"":90,""exp"":152,""jifen"":1","""201404"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":206074},{""a"":""attr"",""t"":""jinbi"",""n"":83340},{""a"":""attr"",""t"":""exp"",""n"":131632}",,,,,,,
405,6,1,194,2,405,"""x"":522,""y"":261",É­º£É½Âö(405),"""useexp"":209,""jinbi"":90,""exp"":152,""jifen"":1","""201405"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":206492},{""a"":""attr"",""t"":""jinbi"",""n"":83520},{""a"":""attr"",""t"":""exp"",""n"":131632}",,,,,,,
406,6,1,196,1,406,"""x"":530,""y"":367",É­º£É½Âö(406),"""useexp"":210,""jinbi"":91,""exp"":154,""jifen"":1","""201406"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":207900},{""a"":""attr"",""t"":""jinbi"",""n"":84630},{""a"":""attr"",""t"":""exp"",""n"":133980}",,,,,,,
407,6,1,196,1,407,"""x"":665,""y"":391",É­º£É½Âö(407),"""useexp"":210,""jinbi"":91,""exp"":154,""jifen"":1","""201407"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":208320},{""a"":""attr"",""t"":""jinbi"",""n"":84812},{""a"":""attr"",""t"":""exp"",""n"":133980}",,,,,,,
408,6,1,196,1,408,"""x"":677,""y"":283",É­º£É½Âö(408),"""useexp"":210,""jinbi"":91,""exp"":154,""jifen"":1","""201408"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":208740},{""a"":""attr"",""t"":""jinbi"",""n"":84994},{""a"":""attr"",""t"":""exp"",""n"":134596}",,,,,,,
409,6,1,196,1,409,"""x"":740,""y"":215",É­º£É½Âö(409),"""useexp"":210,""jinbi"":91,""exp"":154,""jifen"":1","""201409"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":209160},{""a"":""attr"",""t"":""jinbi"",""n"":85176},{""a"":""attr"",""t"":""exp"",""n"":134596}",,,,,,,
410,6,1,198,3,410,"""x"":845,""y"":224",É­º£É½Âö(410),"""useexp"":210,""jinbi"":91,""exp"":154,""jifen"":1","""201410"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":209580},{""a"":""attr"",""t"":""jinbi"",""n"":85358},{""a"":""attr"",""t"":""exp"",""n"":135212}",,,,,,,
411,6,2,198,1,411,"""x"":168,""y"":427",ºÚ°µÁúÑ¨(411),"""useexp"":211,""jinbi"":92,""exp"":156,""jifen"":1","""201411"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":211000},{""a"":""attr"",""t"":""jinbi"",""n"":86480},{""a"":""attr"",""t"":""exp"",""n"":135212}",,,,,,,
412,6,2,198,1,412,"""x"":259,""y"":347",ºÚ°µÁúÑ¨(412),"""useexp"":211,""jinbi"":92,""exp"":156,""jifen"":1","""201412"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":211422},{""a"":""attr"",""t"":""jinbi"",""n"":86664},{""a"":""attr"",""t"":""exp"",""n"":137592}",,,,,,,
413,6,2,198,1,413,"""x"":288,""y"":229",ºÚ°µÁúÑ¨(413),"""useexp"":211,""jinbi"":92,""exp"":156,""jifen"":1","""201413"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":211844},{""a"":""attr"",""t"":""jinbi"",""n"":86848},{""a"":""attr"",""t"":""exp"",""n"":137592}",,,,,,,
414,6,2,200,1,414,"""x"":405,""y"":231",ºÚ°µÁúÑ¨(414),"""useexp"":211,""jinbi"":92,""exp"":156,""jifen"":1","""201414"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":212266},{""a"":""attr"",""t"":""jinbi"",""n"":87032},{""a"":""attr"",""t"":""exp"",""n"":138216}",,,,,,,
415,6,2,200,2,415,"""x"":429,""y"":334",ºÚ°µÁúÑ¨(415),"""useexp"":211,""jinbi"":92,""exp"":156,""jifen"":1","""201415"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":212688},{""a"":""attr"",""t"":""jinbi"",""n"":87216},{""a"":""attr"",""t"":""exp"",""n"":138216}",,,,,,,
416,6,2,200,1,416,"""x"":523,""y"":439",ºÚ°µÁúÑ¨(416),"""useexp"":212,""jinbi"":93,""exp"":158,""jifen"":1","""201416"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":214120},{""a"":""attr"",""t"":""jinbi"",""n"":88350},{""a"":""attr"",""t"":""exp"",""n"":140620}",,,,,,,
417,6,2,200,1,417,"""x"":672,""y"":445",ºÚ°µÁúÑ¨(417),"""useexp"":212,""jinbi"":93,""exp"":158,""jifen"":1","""201417"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":214544},{""a"":""attr"",""t"":""jinbi"",""n"":88536},{""a"":""attr"",""t"":""exp"",""n"":140620}",,,,,,,
418,6,2,202,1,418,"""x"":786,""y"":412",ºÚ°µÁúÑ¨(418),"""useexp"":212,""jinbi"":93,""exp"":158,""jifen"":1","""201418"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":214968},{""a"":""attr"",""t"":""jinbi"",""n"":88722},{""a"":""attr"",""t"":""exp"",""n"":141252}",,,,,,,
419,6,2,202,1,419,"""x"":756,""y"":342",ºÚ°µÁúÑ¨(419),"""useexp"":212,""jinbi"":93,""exp"":158,""jifen"":1","""201419"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":215392},{""a"":""attr"",""t"":""jinbi"",""n"":88908},{""a"":""attr"",""t"":""exp"",""n"":141252}",,,,,,,
420,6,2,202,3,420,"""x"":855,""y"":256",ºÚ°µÁúÑ¨(420),"""useexp"":212,""jinbi"":93,""exp"":158,""jifen"":1","""201420"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":215816},{""a"":""attr"",""t"":""jinbi"",""n"":89094},{""a"":""attr"",""t"":""exp"",""n"":141884}",,,,,,,
421,6,3,202,1,421,"""x"":101,""y"":254",ÊØ»¤Ö®Ëþ(421),"""useexp"":213,""jinbi"":94,""exp"":160,""jifen"":1","""201421"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":217260},{""a"":""attr"",""t"":""jinbi"",""n"":90240},{""a"":""attr"",""t"":""exp"",""n"":141884}",,,,,,,
422,6,3,204,1,422,"""x"":150,""y"":329",ÊØ»¤Ö®Ëþ(422),"""useexp"":213,""jinbi"":94,""exp"":160,""jifen"":1","""201422"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":217686},{""a"":""attr"",""t"":""jinbi"",""n"":90428},{""a"":""attr"",""t"":""exp"",""n"":144320}",,,,,,,
423,6,3,204,1,423,"""x"":287,""y"":362",ÊØ»¤Ö®Ëþ(423),"""useexp"":213,""jinbi"":94,""exp"":160,""jifen"":1","""201423"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":218112},{""a"":""attr"",""t"":""jinbi"",""n"":90616},{""a"":""attr"",""t"":""exp"",""n"":144320}",,,,,,,
424,6,3,204,1,424,"""x"":366,""y"":289",ÊØ»¤Ö®Ëþ(424),"""useexp"":213,""jinbi"":94,""exp"":160,""jifen"":1","""201424"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":218538},{""a"":""attr"",""t"":""jinbi"",""n"":90804},{""a"":""attr"",""t"":""exp"",""n"":144960}",,,,,,,
425,6,3,204,2,425,"""x"":500,""y"":311",ÊØ»¤Ö®Ëþ(425),"""useexp"":213,""jinbi"":94,""exp"":160,""jifen"":1","""201425"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":218964},{""a"":""attr"",""t"":""jinbi"",""n"":90992},{""a"":""attr"",""t"":""exp"",""n"":144960}",,,,,,,
426,6,3,206,1,426,"""x"":621,""y"":379",ÊØ»¤Ö®Ëþ(426),"""useexp"":214,""jinbi"":95,""exp"":162,""jifen"":1","""201426"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":220420},{""a"":""attr"",""t"":""jinbi"",""n"":92150},{""a"":""attr"",""t"":""exp"",""n"":147420}",,,,,,,
427,6,3,206,1,427,"""x"":719,""y"":362",ÊØ»¤Ö®Ëþ(427),"""useexp"":214,""jinbi"":95,""exp"":162,""jifen"":1","""201427"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":220848},{""a"":""attr"",""t"":""jinbi"",""n"":92340},{""a"":""attr"",""t"":""exp"",""n"":147420}",,,,,,,
428,6,3,206,1,428,"""x"":641,""y"":260",ÊØ»¤Ö®Ëþ(428),"""useexp"":214,""jinbi"":95,""exp"":162,""jifen"":1","""201428"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":221276},{""a"":""attr"",""t"":""jinbi"",""n"":92530},{""a"":""attr"",""t"":""exp"",""n"":148068}",,,,,,,
429,6,3,206,1,429,"""x"":727,""y"":234",ÊØ»¤Ö®Ëþ(429),"""useexp"":214,""jinbi"":95,""exp"":162,""jifen"":1","""201429"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":221704},{""a"":""attr"",""t"":""jinbi"",""n"":92720},{""a"":""attr"",""t"":""exp"",""n"":148068}",,,,,,,
430,6,3,208,3,430,"""x"":847,""y"":224",ÊØ»¤Ö®Ëþ(430),"""useexp"":214,""jinbi"":95,""exp"":162,""jifen"":1","""201430"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":222132},{""a"":""attr"",""t"":""jinbi"",""n"":92910},{""a"":""attr"",""t"":""exp"",""n"":148716}",,,,,,,
431,6,4,208,1,431,"""x"":210,""y"":431",¾£¼¬º£°¶(431),"""useexp"":215,""jinbi"":96,""exp"":164,""jifen"":1","""201431"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":223600},{""a"":""attr"",""t"":""jinbi"",""n"":94080},{""a"":""attr"",""t"":""exp"",""n"":148716}",,,,,,,
432,6,4,208,1,432,"""x"":128,""y"":362",¾£¼¬º£°¶(432),"""useexp"":215,""jinbi"":96,""exp"":164,""jifen"":1","""201432"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":224030},{""a"":""attr"",""t"":""jinbi"",""n"":94272},{""a"":""attr"",""t"":""exp"",""n"":151208}",,,,,,,
433,6,4,208,1,433,"""x"":242,""y"":296",¾£¼¬º£°¶(433),"""useexp"":215,""jinbi"":96,""exp"":164,""jifen"":1","""201433"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":224460},{""a"":""attr"",""t"":""jinbi"",""n"":94464},{""a"":""attr"",""t"":""exp"",""n"":151208}",,,,,,,
434,6,4,210,1,434,"""x"":340,""y"":354",¾£¼¬º£°¶(434),"""useexp"":215,""jinbi"":96,""exp"":164,""jifen"":1","""201434"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":224890},{""a"":""attr"",""t"":""jinbi"",""n"":94656},{""a"":""attr"",""t"":""exp"",""n"":151864}",,,,,,,
435,6,4,210,2,435,"""x"":424,""y"":226",¾£¼¬º£°¶(435),"""useexp"":215,""jinbi"":96,""exp"":164,""jifen"":1","""201435"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":225320},{""a"":""attr"",""t"":""jinbi"",""n"":94848},{""a"":""attr"",""t"":""exp"",""n"":151864}",,,,,,,
436,6,4,210,1,436,"""x"":625,""y"":304",¾£¼¬º£°¶(436),"""useexp"":216,""jinbi"":97,""exp"":166,""jifen"":1","""201436"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":226800},{""a"":""attr"",""t"":""jinbi"",""n"":96030},{""a"":""attr"",""t"":""exp"",""n"":154380}",,,,,,,
437,6,4,210,1,437,"""x"":601,""y"":439",¾£¼¬º£°¶(437),"""useexp"":216,""jinbi"":97,""exp"":166,""jifen"":1","""201437"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":227232},{""a"":""attr"",""t"":""jinbi"",""n"":96224},{""a"":""attr"",""t"":""exp"",""n"":154380}",,,,,,,
438,6,4,212,1,438,"""x"":726,""y"":437",¾£¼¬º£°¶(438),"""useexp"":216,""jinbi"":97,""exp"":166,""jifen"":1","""201438"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":227664},{""a"":""attr"",""t"":""jinbi"",""n"":96418},{""a"":""attr"",""t"":""exp"",""n"":155044}",,,,,,,
439,6,4,212,1,439,"""x"":803,""y"":383",¾£¼¬º£°¶(439),"""useexp"":216,""jinbi"":97,""exp"":166,""jifen"":1","""201439"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":228096},{""a"":""attr"",""t"":""jinbi"",""n"":96612},{""a"":""attr"",""t"":""exp"",""n"":155044}",,,,,,,
440,6,4,212,3,440,"""x"":749,""y"":218",¾£¼¬º£°¶(440),"""useexp"":216,""jinbi"":97,""exp"":166,""jifen"":1","""201440"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":228528},{""a"":""attr"",""t"":""jinbi"",""n"":96806},{""a"":""attr"",""t"":""exp"",""n"":155708}",,,,,,,
441,6,5,212,1,441,"""x"":103,""y"":364",ÁúÒí³²Ñ¨(441),"""useexp"":217,""jinbi"":98,""exp"":168,""jifen"":1","""201441"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":230020},{""a"":""attr"",""t"":""jinbi"",""n"":98000},{""a"":""attr"",""t"":""exp"",""n"":155708}",,,,,,,
442,6,5,214,1,442,"""x"":327,""y"":393",ÁúÒí³²Ñ¨(442),"""useexp"":217,""jinbi"":98,""exp"":168,""jifen"":1","""201442"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":230454},{""a"":""attr"",""t"":""jinbi"",""n"":98196},{""a"":""attr"",""t"":""exp"",""n"":158256}",,,,,,,
443,6,5,214,1,443,"""x"":296,""y"":262",ÁúÒí³²Ñ¨(443),"""useexp"":217,""jinbi"":98,""exp"":168,""jifen"":1","""201443"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":230888},{""a"":""attr"",""t"":""jinbi"",""n"":98392},{""a"":""attr"",""t"":""exp"",""n"":158256}",,,,,,,
444,6,5,214,1,444,"""x"":420,""y"":248",ÁúÒí³²Ñ¨(444),"""useexp"":217,""jinbi"":98,""exp"":168,""jifen"":1","""201444"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":231322},{""a"":""attr"",""t"":""jinbi"",""n"":98588},{""a"":""attr"",""t"":""exp"",""n"":158928}",,,,,,,
445,6,5,214,2,445,"""x"":498,""y"":297",ÁúÒí³²Ñ¨(445),"""useexp"":217,""jinbi"":98,""exp"":168,""jifen"":1","""201445"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":231756},{""a"":""attr"",""t"":""jinbi"",""n"":98784},{""a"":""attr"",""t"":""exp"",""n"":158928}",,,,,,,
446,6,5,216,1,446,"""x"":588,""y"":393",ÁúÒí³²Ñ¨(446),"""useexp"":218,""jinbi"":99,""exp"":170,""jifen"":1","""201446"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":233260},{""a"":""attr"",""t"":""jinbi"",""n"":99990},{""a"":""attr"",""t"":""exp"",""n"":161500}",,,,,,,
447,6,5,216,1,447,"""x"":715,""y"":447",ÁúÒí³²Ñ¨(447),"""useexp"":218,""jinbi"":99,""exp"":170,""jifen"":1","""201447"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":233696},{""a"":""attr"",""t"":""jinbi"",""n"":100188},{""a"":""attr"",""t"":""exp"",""n"":161500}",,,,,,,
448,6,5,216,1,448,"""x"":785,""y"":385",ÁúÒí³²Ñ¨(448),"""useexp"":218,""jinbi"":99,""exp"":170,""jifen"":1","""201448"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":234132},{""a"":""attr"",""t"":""jinbi"",""n"":100386},{""a"":""attr"",""t"":""exp"",""n"":162180}",,,,,,,
449,6,5,216,1,449,"""x"":749,""y"":256",ÁúÒí³²Ñ¨(449),"""useexp"":218,""jinbi"":99,""exp"":170,""jifen"":1","""201449"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":234568},{""a"":""attr"",""t"":""jinbi"",""n"":100584},{""a"":""attr"",""t"":""exp"",""n"":162180}",,,,,,,
450,6,5,218,3,450,"""x"":866,""y"":319",ÁúÒí³²Ñ¨(450),"""useexp"":218,""jinbi"":99,""exp"":170,""jifen"":1","""201450"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":235004},{""a"":""attr"",""t"":""jinbi"",""n"":100782},{""a"":""attr"",""t"":""exp"",""n"":162860}",,,,,,,
451,6,6,218,1,451,"""x"":99,""y"":213",ÒÅÍü¹ÅµØ(451),"""useexp"":219,""jinbi"":100,""exp"":172,""jifen"":1","""201451"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":236520},{""a"":""attr"",""t"":""jinbi"",""n"":102000},{""a"":""attr"",""t"":""exp"",""n"":162860}",,,,,,,
452,6,6,218,1,452,"""x"":111,""y"":323",ÒÅÍü¹ÅµØ(452),"""useexp"":219,""jinbi"":100,""exp"":172,""jifen"":1","""201452"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":236958},{""a"":""attr"",""t"":""jinbi"",""n"":102200},{""a"":""attr"",""t"":""exp"",""n"":165464}",,,,,,,
453,6,6,218,1,453,"""x"":242,""y"":384",ÒÅÍü¹ÅµØ(453),"""useexp"":219,""jinbi"":100,""exp"":172,""jifen"":1","""201453"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":237396},{""a"":""attr"",""t"":""jinbi"",""n"":102400},{""a"":""attr"",""t"":""exp"",""n"":165464}",,,,,,,
454,6,6,220,1,454,"""x"":305,""y"":283",ÒÅÍü¹ÅµØ(454),"""useexp"":219,""jinbi"":100,""exp"":172,""jifen"":1","""201454"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":237834},{""a"":""attr"",""t"":""jinbi"",""n"":102600},{""a"":""attr"",""t"":""exp"",""n"":166152}",,,,,,,
455,6,6,220,2,455,"""x"":379,""y"":212",ÒÅÍü¹ÅµØ(455),"""useexp"":219,""jinbi"":100,""exp"":172,""jifen"":1","""201455"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":238272},{""a"":""attr"",""t"":""jinbi"",""n"":102800},{""a"":""attr"",""t"":""exp"",""n"":166152}",,,,,,,
456,6,6,220,1,456,"""x"":533,""y"":223",ÒÅÍü¹ÅµØ(456),"""useexp"":220,""jinbi"":101,""exp"":174,""jifen"":1","""201456"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":239800},{""a"":""attr"",""t"":""jinbi"",""n"":104030},{""a"":""attr"",""t"":""exp"",""n"":168780}",,,,,,,
457,6,6,220,1,457,"""x"":611,""y"":268",ÒÅÍü¹ÅµØ(457),"""useexp"":220,""jinbi"":101,""exp"":174,""jifen"":1","""201457"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":240240},{""a"":""attr"",""t"":""jinbi"",""n"":104232},{""a"":""attr"",""t"":""exp"",""n"":168780}",,,,,,,
458,6,6,222,1,458,"""x"":579,""y"":362",ÒÅÍü¹ÅµØ(458),"""useexp"":220,""jinbi"":101,""exp"":174,""jifen"":1","""201458"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":240680},{""a"":""attr"",""t"":""jinbi"",""n"":104434},{""a"":""attr"",""t"":""exp"",""n"":169476}",,,,,,,
459,6,6,222,1,459,"""x"":713,""y"":473",ÒÅÍü¹ÅµØ(459),"""useexp"":220,""jinbi"":101,""exp"":174,""jifen"":1","""201459"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":241120},{""a"":""attr"",""t"":""jinbi"",""n"":104636},{""a"":""attr"",""t"":""exp"",""n"":169476}",,,,,,,
460,6,6,222,3,460,"""x"":865,""y"":436",ÒÅÍü¹ÅµØ(460),"""useexp"":220,""jinbi"":101,""exp"":174,""jifen"":1","""201460"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":241560},{""a"":""attr"",""t"":""jinbi"",""n"":104838},{""a"":""attr"",""t"":""exp"",""n"":170172}",,,,,,,
461,6,7,222,1,461,"""x"":78,""y"":347",×Ï¾§É­ÁÖ(461),"""useexp"":221,""jinbi"":102,""exp"":176,""jifen"":1","""201461"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":243100},{""a"":""attr"",""t"":""jinbi"",""n"":106080},{""a"":""attr"",""t"":""exp"",""n"":170172}",,,,,,,
462,6,7,224,1,462,"""x"":199,""y"":394",×Ï¾§É­ÁÖ(462),"""useexp"":221,""jinbi"":102,""exp"":176,""jifen"":1","""201462"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":243542},{""a"":""attr"",""t"":""jinbi"",""n"":106284},{""a"":""attr"",""t"":""exp"",""n"":172832}",,,,,,,
463,6,7,224,1,463,"""x"":184,""y"":244",×Ï¾§É­ÁÖ(463),"""useexp"":221,""jinbi"":102,""exp"":176,""jifen"":1","""201463"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":243984},{""a"":""attr"",""t"":""jinbi"",""n"":106488},{""a"":""attr"",""t"":""exp"",""n"":172832}",,,,,,,
464,6,7,224,1,464,"""x"":268,""y"":213",×Ï¾§É­ÁÖ(464),"""useexp"":221,""jinbi"":102,""exp"":176,""jifen"":1","""201464"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":244426},{""a"":""attr"",""t"":""jinbi"",""n"":106692},{""a"":""attr"",""t"":""exp"",""n"":173536}",,,,,,,
465,6,7,224,2,465,"""x"":397,""y"":238",×Ï¾§É­ÁÖ(465),"""useexp"":221,""jinbi"":102,""exp"":176,""jifen"":1","""201465"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":244868},{""a"":""attr"",""t"":""jinbi"",""n"":106896},{""a"":""attr"",""t"":""exp"",""n"":173536}",,,,,,,
466,6,7,226,1,466,"""x"":575,""y"":240",×Ï¾§É­ÁÖ(466),"""useexp"":222,""jinbi"":103,""exp"":178,""jifen"":1","""201466"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":246420},{""a"":""attr"",""t"":""jinbi"",""n"":108150},{""a"":""attr"",""t"":""exp"",""n"":176220}",,,,,,,
467,6,7,226,1,467,"""x"":651,""y"":286",×Ï¾§É­ÁÖ(467),"""useexp"":222,""jinbi"":103,""exp"":178,""jifen"":1","""201467"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":246864},{""a"":""attr"",""t"":""jinbi"",""n"":108356},{""a"":""attr"",""t"":""exp"",""n"":176220}",,,,,,,
468,6,7,226,1,468,"""x"":593,""y"":385",×Ï¾§É­ÁÖ(468),"""useexp"":222,""jinbi"":103,""exp"":178,""jifen"":1","""201468"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":247308},{""a"":""attr"",""t"":""jinbi"",""n"":108562},{""a"":""attr"",""t"":""exp"",""n"":176932}",,,,,,,
469,6,7,226,1,469,"""x"":779,""y"":415",×Ï¾§É­ÁÖ(469),"""useexp"":222,""jinbi"":103,""exp"":178,""jifen"":1","""201469"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":247752},{""a"":""attr"",""t"":""jinbi"",""n"":108768},{""a"":""attr"",""t"":""exp"",""n"":176932}",,,,,,,
470,6,7,228,3,470,"""x"":813,""y"":252",×Ï¾§É­ÁÖ(470),"""useexp"":222,""jinbi"":103,""exp"":178,""jifen"":1","""201470"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":248196},{""a"":""attr"",""t"":""jinbi"",""n"":108974},{""a"":""attr"",""t"":""exp"",""n"":177644}",,,,,,,
