英雄ID,英雄名称,放置名称,评论ID,英雄种族,品质星级,圣器,卷轴类型,职业,品质,定位,模型,头像,十星模型,十星头像,升星材料,成长编号,被动开启等级,普攻,怒气,怒气名称,怒气描述,被动1,被动1名称,被动1描述,被动2,被动2名称,被动2描述,被动3,被动3名称,被动3描述,怒气图标,被动1图标,被动2图标,被动3图标,配音,是否有独立的施法动画,攻击频率,塔防攻击
43034,自然贤者,树精长老,4303,4,4,,0,3,3,,43034,43034,,,,43034,"[2,4]",6,43034012,自然能量,怒气技能：对血量最少的敌人造成150%攻击伤害，并恢复我方血量最少的英雄120%攻击生命,"""43034114""",恩赐,被动效果：每次普攻恢复我方前排英雄15%攻击的生命,"""43034214""",祷告,被动效果：每当我方英雄死亡，恢复我方所有英雄10%攻击生命（受控不可触发恢复效果）,,,,skillico_026,skillico_301,skillico_303,,"""43034"",""43035""",0,500,65
43035,自然贤者,树精长老,4303,4,5,,1,3,4,dtzl,43035,43035,,,,43035,"[3,5]",6,43035012,自然能量,怒气技能：对血量最少的敌人造成170%攻击伤害，并恢复我方血量最少的英雄140%攻击生命,"""43035114""",恩赐,被动效果：每次普攻恢复我方前排英雄15%攻击的生命,"""43034214""",祷告,被动效果：每当我方英雄死亡，恢复我方所有英雄10%攻击生命（受控不可触发恢复效果）,,,,skillico_026,skillico_301,skillico_303,,"""43034"",""43035""",0,500,85
43044,月之女神,泰勒,4304,4,4,,0,3,3,,43044,43044,,,,43044,[3],6,43044012,治愈之光,怒气技能：对敌方前排造成71%攻击伤害并使我方英雄恢复43%攻击等量生命，持续3回合,"""43044111"",""43044121""",自然之力,被动效果：掌握自然的力量，攻击增加31.5%，暴击增加30%,,,,,,,skillico_048,skillico_272,,,"""43044"",""43045"",""43046""",0,500,65
43045,月之女神,泰勒,4304,4,5,,2,3,4,qtzl,43045,43045,,,,43045,"[3,5]",6,43045012,治愈之光,怒气技能：对敌方全体造成46%攻击伤害并使我方英雄恢复56%攻击等量生命，持续3回合,"""43045111"",""43045121""",自然之力,被动效果：掌握自然的力量，攻击增加31.5%，暴击增加30%,"""43045214""",魔法精通,被动效果：每次普攻提升自己对法术的掌握，增加自己23%对敌人造成的伤害,,,,skillico_048,skillico_272,skillico_243,,"""43044"",""43045"",""43046""",0,500,90
43046,月之女神,泰勒,4304,4,6,43046,0,3,5,,43046,43046,,,43045,43046,"[2,4,6]",6,43046012,治愈之光2,怒气技能：对敌方全体造成55%攻击伤害并使我方英雄恢复63%攻击等量生命，持续3回合,"""43046111"",""43046121""",自然之力2,被动效果：掌握自然的力量，攻击增加31.5%，暴击增加30%,"""43046214""",魔法精通2,被动效果：每次普攻提升自己对法术的掌握，增加自己25%对敌人造成的伤害,"""43046314""",暗月反击2,被动效果：当生命低于50%时，使用暗月反击敌人，给敌方全体附加暴击印记，印记暴击后触发造成58%攻击伤害（只触发一次）,skillico_048,skillico_272,skillico_243,skillico_276,"""43044"",""43045"",""43046""",0,500,105
43054,深林之神,泽基斯,4305,4,4,,0,3,3,,43054,43054,,,,43054,"[2,4]",7,43054012,光能爆破,怒气技能：对敌方随机2名后排目标造成133%攻击伤害并回复随机2名后排友军攻击161%生命,"""43054114""",治疗,被动效果：掌控着大自然的力量，普攻有100%概率使随机1名前排友军恢复36%攻击等量生命,"""43054214"",""43054224""",灵魂助力,被动效果：英雄死亡时，借助灵魂的力量，可使己方全体恢复71%攻击等量生命并增加6%暴击3回合,,,,skillico_049,skillico_223,skillico_274,,"""43054"",""43055"",""43056""",0,500,70
43055,深林之神,泽基斯,4305,4,5,,2,3,4,qtzl,43055,43055,,,,43055,"[3,5]",7,43055012,光能爆破,怒气技能：对敌方后排造成71%攻击伤害并回复后排友军攻击172%生命,"""43055114""",治疗,被动效果：掌控着大自然的力量，普攻有100%概率使前排友军恢复54%攻击等量生命,"""43055214"",""43055224""",灵魂助力,被动效果：英雄死亡时，借助灵魂的力量，可使己方全体恢复94%攻击等量生命并增加9%暴击3回合,,,,skillico_049,skillico_223,skillico_274,,"""43054"",""43055"",""43056""",0,500,90
43056,深林之神,泽基斯,4305,4,6,43056,0,3,5,,43056,43056,,,43055,43056,"[2,4,6]",7,43056012,光能爆破2,怒气技能：对敌方全体造成75%攻击伤害并使我方英雄恢复186%攻击等量生命,"""43056114""",治疗2,被动效果：掌控着大自然的力量，普攻有100%概率使前排友军恢复76%攻击等量生命,"""43056214"",""43056224""",灵魂助力2,被动效果：英雄死亡时，借助灵魂的力量，使己方全体恢复122%攻击量生命并增加12%的暴击3回合,"""43056311""",生命2,被动效果：集合了自然生物的信仰之力，使得自身生命增加32%,skillico_049,skillico_223,skillico_274,skillico_204,"""43054"",""43055"",""43056""",0,500,105
43065,卡琳娜,罗萨,4306,4,5,,3,3,4,qtzy,43065,43065,,,,43065,"[2,3,5]",12,43065012,自然律动,怒气技能：对所有敌人造成60%攻击伤害，为随机1个友军提供20%卡琳娜当前生命的护盾2回合（护盾破损时将吸收本次所有伤害，多个护盾不可叠加）。,"""43065114""",祝福与诅咒,被动效果：每次普攻有30%概率对随机敌人释放缩小状态2回合（缩小：体型缩小50%，同时受到伤害增加30%，造成的伤害减少50%，缩小状态不可叠加）,"""43065214""",自然守护,被动效果：每次出手增加自己20点速度，持续2回合,"""43065311"",""43065314""",生命誓言,被动效果：生命永久增加20%；当生命低于60%时，提升我方友军25%防御，持续3回合（只触发一次）,skillico_4306_1,skillico_4306_2,skillico_4306_3,skillico_4306_4,"""43065"",""43066"",""4306a""",0,500,100
43066,卡琳娜,罗萨,4306,4,6,43066,0,3,5,,43066,43066,4306a,4306a,43065,43066,"[2,4,6]",12,43066012,自然律动2,怒气技能：对所有敌人造成65%攻击伤害，为随机2个友军提供20%卡琳娜当前生命的护盾2回合（护盾破损时将吸收本次所有伤害，多个护盾不可叠加）。,"""43066114""",祝福与诅咒2,被动效果：每次普攻有50%概率对随机敌人释放缩小状态2回合（缩小：体型缩小50%，同时受到伤害增加30%，造成的伤害减少50%，缩小状态不可叠加）,"""43066214""",自然守护2,被动效果：每次出手增加自己35点速度，持续2回合,"""43066311"",""43066314""",生命誓言2,被动效果：生命永久增加30%；当生命低于60%时，提升我方友军35%防御，持续3回合（只触发一次）,skillico_4306_1,skillico_4306_2,skillico_4306_3,skillico_4306_4,"""43065"",""43066"",""4306a""",0,500,115
43075,艾琳,维萨,4307,4,5,,4,3,4,qtzl,43075,43075,,,,43075,"[2,3,5]",19,43075012,荆棘缠绕,怒气技能：对随机4名敌人造成106%攻击伤害，恢复全体友军攻击效果180%攻击等量生命，并持续恢复全体友军攻击效果40%攻击等量生命6回合。,"""43075114"",""43075124"",""43075134"",""43075144""",圣女教条,被动效果：攻击增加15%、生命增加15%、暴击增加15%、命中增加20%,"""43075214""",庇护之森,被动效果：普通攻击恢复自己60%攻击等量生命3回合，并使自身攻击增加10%和造成的治疗效果增加2%持续4回合,"""43075314"",""43075324""",自然惩戒,被动效果：自身生命低于50%，对所有敌人有50%几率沉默1回合，并增加自己20%暴击伤害8回合（只能触发一次）,skillico_4307_1,skillico_4307_2,skillico_4307_3,skillico_4307_4,"""43075"",""43076"",""4307a""",0,500,105
43076,艾琳,维萨,4307,4,6,43076,0,3,5,,43076,43076,4307a,4307a,43075,43076,"[2,4,6]",19,43076012,荆棘缠绕2,怒气技能：对随机4名敌人造成162%攻击伤害，恢复全体友军攻击效果200%攻击等量生命，并持续恢复全体友军攻击效果55%攻击等量生命6回合。,"""43076114"",""43076124"",""43076134"",""43076144""",圣女教条2,被动效果：攻击增加20%、生命增加20%、暴击增加20%、命中增加35%,"""43076214""",庇护之森2,被动效果：普通攻击恢复自己100%攻击等量生命3回合，并使自身攻击增加15%和造成的治疗效果增加5%持续4回合,"""43076314"",""43076324""",自然惩戒2,被动效果：自身生命低于50%，对所有敌人有75%几率沉默1回合，并增加自己40%暴击伤害8回合（只能触发一次）,skillico_4307_1,skillico_4307_2,skillico_4307_3,skillico_4307_4,"""43075"",""43076"",""4307a""",0,500,120
43085,星月精灵,艾莉薇儿,4308,4,5,,4,3,4,qtzy,43085,43085,,,,43085,"[2,3,5]",43085002,43085012,星月神话,怒气技能：对随机1名敌人造成180%攻击伤害，并缩小目标2回合；并给随机3名我方英雄施加守护2回合（缩小：体型缩小50%，受到的伤害增加15%，造成的伤害减少20%，不可叠加；守护：受到主动技能或普通攻击时，对攻击者造成100%无视护甲伤害，恢复自身50%攻击等量生命值）,"""43085201"",""43085211"",""43085221""",自然树甲,被动效果：生命值增加10%，攻击增加15%，受到治疗效果提高15%,"""43085304""",月之魔力,被动效果：普攻攻击时，使被攻击的敌人附加缩小2回合（缩小：体型缩小50%，受到的伤害增加15%，造成的伤害减少20%，不可叠加）,"""43085404""",自然交换,被动效果：回合结束时，使随机1名速度高于自身的敌人与自己交换速度一回合，并给随机1名我方英雄施加守护2回合（守护：受到主动技能或普通攻击时，对攻击者造成100无视护甲伤害，恢复自身50%攻击等量生命值）,skillico_4308_1,skillico_4308_2,skillico_4308_3,skillico_4308_4,"""43085"",""43086"",""4308a""",0,500,105
43086,星月精灵,艾莉薇儿,4308,4,6,43086,0,3,5,qtzy,43086,43086,4308a,4308a,43085,43086,"[2,4,6]",43086002,43086012,星月神话2,怒气技能：对随机1名敌人造成290%攻击伤害，并缩小目标2回合；并给随机3名我方英雄施加守护2回合（缩小：体型缩小50%，受到的伤害增加20%，造成的伤害减少30%，不可叠加；守护：受到主动技能或普通攻击时，对攻击者造成200%无视护甲伤害，恢复自身100%攻击等量生命值）,"""43086201"",""43086211"",""43086221""",自然树甲2,被动效果：生命值增加20%，攻击增加20%，受到治疗效果提高20%,"""43086304""",月之魔力2,被动效果：普攻攻击时，使被攻击的敌人附加缩小2回合（缩小：体型缩小50%，受到的伤害增加20%，造成的伤害减少30%，不可叠加）,"""43086404""",自然交换2,被动效果：回合结束时，使随机1名速度高于自身的敌人与自己交换速度一回合，并给随机1名我方英雄施加守护2回合（守护：受到主动技能或普通攻击时，对攻击者造成200%无视护甲伤害，恢复自身100%攻击等量生命值）,skillico_4308_1,skillico_4308_2,skillico_4308_3,skillico_4308_4,"""43085"",""43086"",""4308a""",0,500,120
44011,海妖战士,贝拉,4401,4,1,,0,4,0,,44011,44011,,,,44011,[],4,44011012,大力怒斩,怒气技能：对单个敌人造成160%伤害，并有50%概率石化目标1回合,,,,,,,,,,skillico_050,,,,"""44011""",0,500,20
44024,恐龙骑士凯伦,猎头者,4402,4,4,,0,4,3,,44024,44024,,,,44024,"[2,4]",5,44024012,利刃回旋,怒气技能：对敌方随机1个后排造成220%攻击伤害,"""44024111"",""44024121""",锐利武器,被动效果：破防提升20%，攻击提升20%,"""44024214""",偷袭,被动效果：每次普攻增加自己25%破防，持续2回合,,,,skillico_051,skillico_275,skillico_224,,"""44024"",""44025""",0,500,65
44025,恐龙骑士凯伦,猎头者,4402,4,5,,1,4,4,hpsc,44025,44025,,,,44025,"[3,5]",5,44025012,利刃回旋,怒气技能：对敌方随机2个后排造成180%攻击伤害,"""44025111"",""44025121""",锐利武器,被动效果：破防提升20%，攻击提升20%,"""44025214""",偷袭,被动效果：每次普攻增加自己30%破防，持续2回合,,,,skillico_051,skillico_275,skillico_224,,"""44024"",""44025""",0,500,85
44034,影袭刺客,灰眼,4403,4,4,,0,4,3,,44034,44034,,,,44034,"[2,4]",4,44034012,暗影瞬杀,怒气技能：对敌方生命最少的目标造成182%攻击伤害，如果是法师，每回合额外造成45%攻击伤害，持续2回合,"""44034114"",""44034124"",""44034134""",魔量转移,被动效果：善于偷袭的刺客，普攻有100%概率偷取目标21点怒气并增加自己对敌人造成的伤害21%,"""44034214""",脆皮杀手,被动效果：专治不敢露头的远程英雄，普通攻击变为攻击敌方随机1名后排目标,,,,skillico_014,skillico_278,skillico_279,,"""44034"",""44035"",""44036""",0,500,70
44035,影袭刺客,灰眼,4403,4,5,,2,4,4,dtsc,44035,44035,,,,44035,"[2,3,5]",4,44035012,暗影瞬杀,怒气技能：对敌方生命最少的目标造成199%攻击伤害，如果是法师，每回合额外造成63%攻击伤害，持续2回合,"""44035114"",""44035124"",""44035134""",魔量转移,被动效果：善于偷袭的刺客，普攻有100%概率偷取目标32点怒气增加自己对敌人造成的伤害27%,"""44035214""",脆皮杀手,被动效果：专治不敢露头的远程英雄，普通攻击变为攻击敌方随机1名后排目标,"""44035311"",""44035321""",刺客之眼,被动效果：影袭刺客的灰眼具有特别的力量，命中增加10%，攻击增加14%,skillico_014,skillico_278,skillico_279,skillico_280,"""44034"",""44035"",""44036""",0,500,90
44036,影袭刺客,灰眼,4403,4,6,44036,0,4,5,,44036,44036,,,44035,44036,"[2,4,6]",4,44036012,暗影瞬杀2,怒气技能：对敌方生命最少的目标造成218%攻击伤害并对法师类目标造成85%额外伤害，持续2回合,"""44036114"",""44036124"",""44036134""",魔量转移2,被动效果：善于偷袭的刺客，普攻有100%概率偷取目标45点怒气并增加自己对敌人造成的伤害32%,"""44036214""",脆皮杀手2,被动效果：专治不敢露头的远程英雄，普通攻击变为攻击敌方随机1名后排目标，伤害为115%,"""44036311"",""44036321""",刺客之眼2,被动效果：影袭刺客的灰眼具有特别的力量，命中增加15%，攻击增加19.5%,skillico_014,skillico_278,skillico_279,skillico_280,"""44034"",""44035"",""44036""",0,500,105
44045,僧侣,无面者,4404,4,5,,3,4,4,hpsc,44045,44045,,,,44045,"[3,5]",5,44045012,死亡瞬斩,怒气技能：对敌方随机2名后排目标造成202%攻击伤害，如果是法师，每回合额外造成33%的攻击伤害，持续2回合,"""44045111"",""44045121""",神秘力量,被动效果：长期深山苦修，使得自身暴击增加30%，暴击伤害增加30%,"""44045214""",打击弱点,被动效果：僧侣善于找到敌方的弱点，普通攻击会选择敌方生命最少的英雄作为目标，并降低目标11%攻击3回合,,,,skillico_4404_1,skillico_4404_2,skillico_4404_3,,"""44045"",""44046"",""4404a""",0,500,100
44046,僧侣,无面者,4404,4,6,44046,0,4,5,,44046,44046,4404a,4404a,44045,44046,"[2,4,6]",5,44046012,死亡瞬斩2,怒气技能：对敌方随机3名后排目标造成203%攻击伤害，如果是法师，每回合额外造成42%攻击伤害，持续2回合,"""44046111"",""44046121""",神秘力量2,被动效果：长期深山苦修，使得自身暴击增加30%，暴击伤害增加40%,"""44046214""",打击弱点2,被动效果：僧侣善于找到敌方的弱点，普通攻击变成攻击敌方生命最少的英雄，效果为106%，并降低目标16%攻击3回合,"""44046314""",毒念2,被动效果：僧侣通过艰苦的修炼，使得普攻有52%概率使目标中毒，每回合造成85%攻击伤害，持续2回合,skillico_4404_1,skillico_4404_2,skillico_4404_3,skillico_4404_4,"""44045"",""44046"",""4404a""",0,500,115
44055,展翅之鹰,观心者,4405,4,5,,4,4,4,qtzy,44055,44055,,,,44055,"[2,3,5]",44055002,44055012,雄鹰怒火,怒气技能：对随机2名敌人造成165%攻击伤害，降低目标15%攻击2回合并附加鹰眼印记。附带鹰眼印记的目标被攻击时额外受到15%伤害（对单一目标最高叠加至300%攻击伤害）,"""44055101"",""44055111"",""44055121""",丛林守护者,被动效果：攻击增加20%，暴击增加20%，生命增加10%,"""44055204""",生存法则,被动效果：暴击有100%几率恢复自身160%攻击等量生命,"""44055304""",鹰眼洞察,被动效果：普通攻击变为，攻击随机2名敌人，造成80%攻击伤害并附加鹰眼印记。附带鹰眼印记的目标被攻击时额外受到15%伤害（对单一目标最高叠加至300%攻击伤害）,skillico_4405_1,skillico_4405_2,skillico_4405_3,skillico_4405_4,"""44055"",""44056"",""4405a""",1,500,105
