技能id,技能类型,被动id,受控不触发,数据,检测条件,描述,
43076314,4,runskill,1,"{""runskill"":[""43076313""]}","{""when"":""hpchange"",""hpproless"":500}",自身生命低于50%，对所有敌人有75%几率沉默1回合，并增加自己40%暴击伤害8回合（只能触发一次）,
4307a314,4,runskill,1,"{""runskill"":[""4307a313""]}","{""when"":""hpchange"",""hpproless"":500}",自身生命低于50%，解除自身所有控制并回复100%最大生命值，对所有敌人有100%几率沉默1回合，并增加自己100%暴击伤害8回合（只能触发一次）,
43075324,4,runskill,1,"{""runskill"":[""43075323""]}","{""when"":""hpchange"",""hpproless"":500}",自身生命低于50%，对所有敌人有50%几率沉默1回合，并增加自己20%暴击伤害8回合（只能触发一次）,
43076324,4,runskill,1,"{""runskill"":[""43076323""]}","{""when"":""hpchange"",""hpproless"":500}",自身生命低于50%，对所有敌人有75%几率沉默1回合，并增加自己40%暴击伤害8回合（只能触发一次）,
4307a324,4,runskill,1,"{""runskill"":[""4307a323""]}","{""when"":""hpchange"",""hpproless"":500}",自身生命低于50%，解除自身所有控制并回复100%最大生命值，对所有敌人有100%几率沉默1回合，并增加自己100%暴击伤害8回合（只能触发一次）,
4307a334,4,runskill,1,"{""runskill"":[""4307a333"",""4307a353""]}","{""when"":""hpchange"",""hpproless"":500}",自身生命低于50%，解除自身所有控制并回复100%最大生命值，对所有敌人有100%几率沉默1回合，并增加自己100%暴击伤害8回合（只能触发一次）,
4307a344,4,runskill,1,"{""runskill"":[""4307a343""]}","{""when"":""hpchange"",""hpproless"":500}",自身生命低于50%，解除自身所有控制并回复100%最大生命值，对所有敌人有100%几率沉默1回合，并增加自己100%暴击伤害8回合（只能触发一次）,
64025114,4,changeskill,1,"{""runskill"":[""64025112""]}",{},被动效果：普通攻击变为，攻击生命最低的敌人，造成110%的攻击伤害,
64026114,4,changeskill,1,"{""runskill"":[""64026112""]}",{},被动效果：普通攻击变为，攻击生命最低的敌人，造成120%的攻击伤害,
6402a114,4,changeskill,1,"{""runskill"":[""6402a112""]}",{},被动效果：普通攻击变为，攻击生命最低的敌人，造成130%的攻击伤害,
64025214,4,runskill,0,"{""runskill"":[""64025213""]}","{""when"":""dead"",""side"":""1""}",被动效果：敌方英雄死亡，自身获得35点怒气，并增加10%神圣伤害3回合,
64026214,4,runskill,0,"{""runskill"":[""64026213""]}","{""when"":""dead"",""side"":""1""}",被动效果：敌方英雄死亡，自身获得70点怒气，并增加15%神圣伤害3回合,
6402a214,4,runskill,0,"{""runskill"":[""6402a213""]}","{""when"":""dead"",""side"":""1""}",被动效果：敌方英雄死亡，自身获得100点怒气，并增加30%神圣伤害3回合,
64025224,4,runskill,0,"{""runskill"":[""64025223""]}","{""when"":""dead"",""side"":""1""}",被动效果：敌方英雄死亡，自身获得35点怒气，并增加10%神圣伤害3回合,
64026224,4,runskill,0,"{""runskill"":[""64026223""]}","{""when"":""dead"",""side"":""1""}",被动效果：敌方英雄死亡，自身获得70点怒气，并增加15%神圣伤害3回合,
6402a224,4,runskill,0,"{""runskill"":[""6402a223""]}","{""when"":""dead"",""side"":""1""}",被动效果：敌方英雄死亡，自身获得100点怒气，并增加30%神圣伤害3回合,
64025314,4,mianyi,0,"{""bufftype"":[""xuanyun""]}",{},被动效果：伤害增加20%，速度增加20点，暴击增加15%，免疫眩晕,
64026314,4,mianyi,0,"{""bufftype"":[""xuanyun""]}",{},被动效果：伤害增加45%，速度增加40点，暴击增加20%，免疫眩晕,
6402a314,4,mianyi,0,"{""bufftype"":[""xuanyun""]}",{},被动效果：伤害增加70%，速度增加60点，暴击增加30%，免疫眩晕,
21055114,4,changeskill,1,"{""runskill"":[""21055112""]}",{},被动效果：攻击有100%几率减少目标12%护甲，每回合造成25%的燃烧伤害，持续4回合，并提升自身对燃烧目标20%伤害4回合,
21056114,4,changeskill,1,"{""runskill"":[""21056112""]}",{},被动效果：攻击有100%几率减少目标20%护甲，每回合造成35%的燃烧伤害，持续4回合，并提升自身对燃烧目标30%伤害4回合,
2105a114,4,changeskill,1,"{""runskill"":[""2105a112""]}",{},被动效果：攻击有100%几率减少目标24%护甲，每回合造成45%的燃烧伤害，持续4回合，并提升自身对燃烧目标40%伤害4回合,
21055314,4,fanji,0,"{""randnum"":1000,""pro"":1000}","{""when"":""byatk""}",被动效果：受到攻击时，对护甲低于自身的攻击者有100%几率发动一次反击，造成100%攻击伤害,
21056314,4,fanji,0,"{""randnum"":1000,""pro"":1400}","{""when"":""byatk""}",被动效果：受到攻击时，对护甲低于自身的攻击者有100%几率发动一次反击，造成140%攻击伤害,
2105a314,4,fanji,0,"{""randnum"":1000,""pro"":1800}","{""when"":""byatk""}",被动效果：受到攻击时，对护甲低于自身的攻击者有100%几率发动一次反击，造成180%攻击伤害,
21056324,4,runskill,1,"{""runskill"":[""21056323""]}","{""when"":""byatk"",""side"":""-2""}",,
2105a324,4,runskill,1,"{""runskill"":[""2105a323""]}","{""when"":""byatk"",""side"":""-2""}",,
11095104,4,runskill,0,"{""runskill"":[""11095103""]}","{""when"":""byatk"",""side"":""-2""}",被动效果：受到攻击有20%几率使攻击者冰冻2回合,
11096104,4,runskill,0,"{""runskill"":[""11096103""]}","{""when"":""byatk"",""side"":""-2""}",被动效果：受到攻击有27%几率使攻击者冰冻2回合,
1109a104,4,runskill,0,"{""runskill"":[""1109a103""]}","{""when"":""byatk"",""side"":""-2""}",被动效果：受到攻击有35%几率使攻击者冰冻2回合,
11095204,4,mianyi,0,"{""bufftype"":[""bingdong""]}",{},被动效果：格挡增加15%，生命增加20%，护甲增加15%，免疫冰冻,
11096204,4,mianyi,0,"{""bufftype"":[""bingdong""]}",{},被动效果：格挡增加25%，生命增加30%，免疫冰冻,
1109a204,4,mianyi,0,"{""bufftype"":[""bingdong""]}",{},被动效果：格挡增加35%，生命增加40%，免疫冰冻,
11095304,4,runskill,0,"{""runskill"":[""11095303""]}","{""when"":""hpchange"",""hpproless"":500}",被动效果：当生命低于50%，恢复自身240%攻击等量生命，持续3回合（只触发一次）,
11096304,4,runskill,0,"{""runskill"":[""11096303""]}","{""when"":""hpchange"",""hpproless"":500}",被动效果：当生命低于50%，恢复自身340%攻击等量生命，持续3回合（只触发一次）,
1109a304,4,runskill,0,"{""runskill"":[""1109a303""]}","{""when"":""hpchange"",""hpproless"":500}",被动效果：当生命低于50%，恢复自身生命上限20%等量生命，持续3回合（只触发一次）,
52055204,4,changeskill,1,"{""runskill"":[""52055212""]}",{},被动效果：普通攻击变为攻击生命最低的敌人，造成110%攻击伤害并减少目标20点怒气,
52056204,4,changeskill,1,"{""runskill"":[""52056212""]}",{},被动效果：普通攻击变为攻击生命最低的敌人，造成120%攻击伤害并减少目标40点怒气,
5205a204,4,changeskill,1,"{""runskill"":[""5205a212""]}",{},被动效果：普通攻击变为攻击生命最低的敌人，造成140%攻击伤害并减少目标60点怒气,
52055304,4,runskill,0,"{""runskill"":[""52055303""]}","{""when"":""dead"",""side"":""1"",""iscancel"":1}",被动效果：场上有英雄死亡时，每回合对所有敌人造成120%攻击伤害，持续2回合,
52056304,4,runskill,0,"{""runskill"":[""52056303""]}","{""when"":""dead"",""side"":""1"",""iscancel"":1}",被动效果：场上有英雄死亡时，每回合对所有敌人造成150%攻击伤害，持续2回合,
5205a304,4,runskill,0,"{""runskill"":[""5205a303""]}","{""when"":""dead"",""side"":""1"",""iscancel"":1}",被动效果：场上有英雄死亡时，每回合对所有敌人造成200%攻击伤害，持续2回合,
52055314,4,runskill,0,"{""runskill"":[""52055313""]}","{""when"":""dead"",""side"":""0"",""iscancel"":1}",,
52056314,4,runskill,0,"{""runskill"":[""52056313""]}","{""when"":""dead"",""side"":""0"",""iscancel"":1}",,
5205a314,4,runskill,0,"{""runskill"":[""5205a313""]}","{""when"":""dead"",""side"":""0"",""iscancel"":1}",,
21055334,4,runskill,0,"{""runskill"":[""21055333""]}","{""when"":""byatk"",""side"":""-2""}",,
21056334,4,runskill,0,"{""runskill"":[""21056333""]}","{""when"":""byatk"",""side"":""-2""}",,
2105a334,4,runskill,0,"{""runskill"":[""2105a333""]}","{""when"":""byatk"",""side"":""-2""}",,
33035304,4,runskill,0,"{""runskill"":[""33035303""]}","{""when"":""hpchange"",""hpproless"":500}",被动效果：当生命低于50%时，有25%几率使所有敌人眩晕2回合（仅触发一次）,
33036304,4,runskill,0,"{""runskill"":[""33036303""]}","{""when"":""hpchange"",""hpproless"":500}",被动效果：当生命低于50%时，有40%几率使所有敌人眩晕2回合（仅触发一次）,
3303a304,4,runskill,0,"{""runskill"":[""3303a303""]}","{""when"":""hpchange"",""hpproless"":500}",被动效果：当生命低于50%时，有75%几率使所有敌人眩晕2回合（仅触发一次）,
33035104,4,changeskill,1,"{""runskill"":[""33035102""]}",{},被动效果：普攻变为攻击后排敌人，造成75%攻击伤害并减少目标5%护甲3回合，同时为我方随机2名英雄恢复生命上限10%生命,
33036104,4,changeskill,1,"{""runskill"":[""33036102""]}",{},被动效果：普攻变为攻击后排敌人，造成80%攻击伤害并减少目标10%护甲3回合，同时为我方随机2名英雄恢复生命上限15%生命,
3303a104,4,changeskill,1,"{""runskill"":[""3303a102""]}",{},被动效果：普攻变为攻击后排敌人，造成90%攻击伤害并减少目标15%护甲3回合，同时为我方随机2名英雄恢复生命上限20%生命,
44055204,4,runskill,0,"{""runskill"":[""44055203""]}","{""when"":""baoji"",""side"":""-2""}",被动效果：暴击有100%几率恢复自身160%攻击等量生命,
44056204,4,runskill,0,"{""runskill"":[""44056203""]}","{""when"":""baoji"",""side"":""-2""}",被动效果：暴击有100%几率恢复自身200%攻击等量生命,
4405a204,4,runskill,0,"{""runskill"":[""4405a203""]}","{""when"":""baoji"",""side"":""-2""}",被动效果：暴击有100%几率恢复自身280%攻击等量生命,
44055304,4,changeskill,1,"{""runskill"":[""44055302""]}",{},被动效果：普通攻击变为，攻击随机2名敌人，造成80%攻击伤害并附加鹰眼印记。附带鹰眼印记的目标被攻击时额外受到15%伤害（对单一目标最高叠加至300%攻击伤害）,
44056304,4,changeskill,1,"{""runskill"":[""44056302""]}",{},被动效果：普通攻击变为，攻击随机2名敌人，造成90%攻击伤害并附加鹰眼印记。附带鹰眼印记的目标被攻击时额外受到20%伤害（对单一目标最高叠加至300%攻击伤害）,
4405a304,4,changeskill,1,"{""runskill"":[""4405a302""]}",{},被动效果：普通攻击变为，攻击随机2名敌人，造成110%攻击伤害并附加鹰眼印记。附带鹰眼印记的目标被攻击时额外受到35%伤害（对单一目标最高叠加至300%攻击伤害）,
31115104,4,changeskill,1,"{""runskill"":[""31115102""]}",{},被动效果：普攻变为随机攻击4名敌人，造成95%攻击伤害，并有12%几率使目标眩晕2回合,
31116104,4,changeskill,1,"{""runskill"":[""31116102""]}",{},被动效果：普攻变为随机攻击4名敌人，造成110%攻击伤害，并有18%几率使目标眩晕2回合,
3111a104,4,changeskill,1,"{""runskill"":[""3111a102""]}",{},被动效果：普攻变为随机攻击4名敌人，造成125%攻击伤害，并有25%几率使目标眩晕2回合,
31115204,4,addafterskill,1,"{""runskill"":[""31115203""]}",{},,
31116204,4,addafterskill,1,"{""runskill"":[""31116203""]}",{},,
3111a204,4,addafterskill,1,"{""runskill"":[""3111a203""]}",{},,
31115304,4,runskill,0,"{""runskill"":[""31115303""]}","{""when"":""byatk"",""side"":""-2""}",被动效果：受到攻击时，提高自身10%攻击力一回合，并对敌方每个敌人都有45%概率进行一次反击，造成70%攻击伤害,
31116304,4,runskill,0,"{""runskill"":[""31116303""]}","{""when"":""byatk"",""side"":""-2""}",被动效果：受到攻击时，提高自身20%攻击力一回合，并对敌方每个敌人都有60%概率进行一次反击，造成110%攻击伤害,
3111a304,4,runskill,0,"{""runskill"":[""3111a303""]}","{""when"":""byatk"",""side"":""-2""}",被动效果：受到攻击时，提高自身30%攻击力一回合，并对敌方每个敌人都有100%概率进行一次反击，造成150%攻击伤害,
31115314,4,fanji,0,"{""randnum"":450,""pro"":700,""side"":1,""pos"":0,""islive"":""1"",""order"":""rand"",""limit"":""4""}","{""when"":""byatk""}",被动效果：受到攻击时，提高自身10%攻击力一回合，并对敌方每个敌人都有45%概率进行一次反击，造成70%攻击伤害,
31116314,4,fanji,0,"{""randnum"":600,""pro"":950,""side"":1,""pos"":0,""islive"":""1"",""order"":""rand"",""limit"":""5""}","{""when"":""byatk""}",被动效果：受到攻击时，提高自身20%攻击力一回合，并对敌方每个敌人都有60%概率进行一次反击，造成110%攻击伤害,
3111a314,4,fanji,0,"{""randnum"":1000,""pro"":1500,""side"":1,""pos"":0,""islive"":""1"",""order"":""rand"",""limit"":""6""}","{""when"":""byatk""}",被动效果：受到攻击时，提高自身30%攻击力一回合，并对敌方每个敌人都有100%概率进行一次反击，造成150%攻击伤害,
22075204,4,mianyi,0,"{""bufftype"":[""xuanyun""]}",{},被动效果：速度增加15点，生命增加15%，暴击率增加10%，免疫眩晕,
22076204,4,mianyi,0,"{""bufftype"":[""xuanyun""]}",{},被动效果：速度增加25点，生命增加25%，暴击率增加15%，免疫眩晕,
2207a204,4,mianyi,0,"{""bufftype"":[""xuanyun""]}",{},被动效果：速度增加40点，生命增加30%，暴击率增加20%，免疫眩晕,
22075304,4,runskill,0,"{""runskill"":[""22075303""]}","{""when"":""hpchange"",""hpproless"":800}",被动效果：当生命低于80%时，增加20%减伤率，持续5回合（仅触发一次）,
22076304,4,runskill,0,"{""runskill"":[""22076303""]}","{""when"":""hpchange"",""hpproless"":800}",被动效果：当生命低于80%时，增加30%减伤率，持续5回合（仅触发一次）,
2207a304,4,runskill,0,"{""runskill"":[""2207a303""]}","{""when"":""hpchange"",""hpproless"":800}",被动效果：当生命低于80%时，增加50%减伤率，持续5回合（仅触发一次）,
22075104,4,runskill,0,"{""runskill"":[""22075103"",""22075113""]}","{""when"":""doatk"",""atktype"":""xpskill"",""side"":""0""}",被动效果：当我方英雄释放技能后，对随机1个目标造成80%攻击伤害，并有10%的几率造成眩晕2回合,
22076104,4,runskill,0,"{""runskill"":[""22076103"",""22076113""]}","{""when"":""doatk"",""atktype"":""xpskill"",""side"":""0""}",被动效果：当我方英雄释放技能后，对随机1个目标造成125%攻击伤害，并有15%的几率造成眩晕2回合,
2207a104,4,runskill,0,"{""runskill"":[""2207a103"",""2207a113""]}","{""when"":""doatk"",""atktype"":""xpskill"",""side"":""0""}",被动效果：当我方英雄释放技能后，对随机1个目标造成165%攻击伤害，并有25%的几率造成眩晕2回合,
15045104,4,mianyi,0,"{""bufftype"":[""shihua""]}",{},被动效果：攻击增加15%，生命增加20%，护甲增加10%，免疫石化,
15046104,4,mianyi,0,"{""bufftype"":[""shihua""]}",{},被动效果：攻击增加20%，生命增加20%，护甲增加15%，免疫石化,
1504a104,4,mianyi,0,"{""bufftype"":[""shihua""]}",{},被动效果：攻击增加35%，生命增加25%，护甲增加20%，免疫石化,
15045204,4,addafterskill,1,"{""runskill"":[""15045203""]}",{},被动效果：对石化的目标伤害增加80%，普攻变为对后排敌人造成75%攻击伤害并有10%几率石化敌人2回合,
15046204,4,addafterskill,1,"{""runskill"":[""15046203""]}",{},被动效果：对石化的目标伤害增加110%，普攻变为对后排敌人造成85%攻击伤害并有15%几率石化敌人2回合,
1504a204,4,addafterskill,1,"{""runskill"":[""1504a203""]}",{},被动效果：对石化的目标伤害增加160%，普攻变为对后排敌人造成95%攻击伤害并有20%几率石化敌人2回合,
15045214,4,changeskill,1,"{""runskill"":[""15045212""]}",{},被动效果：对石化的目标伤害增加80%，普攻变为对后排敌人造成75%攻击伤害并有10%几率石化敌人2回合,
15046214,4,changeskill,1,"{""runskill"":[""15046212""]}",{},被动效果：对石化的目标伤害增加110%，普攻变为对后排敌人造成85%攻击伤害并有15%几率石化敌人2回合,
